index,quote_text
6029,"All things are from God; and above all, reason and imagination and the great gifts of the mind. They are good in themselves; and we must not altogether forget their origin even in their perversion."
6039,"It is a test (a positive test, I do not assert that it is always valid negatively), that genuine poetry can communicate before it is understood."
6076,His laughter tinkled among the teacups.
6077,He laughed like an irresponsible fœtus.
6134,Yes the Rum Tum Tugger is a Curious Cat — And there isn't any call for me to shout it: For he will do As he do do And there's no doing anything about it!
6137,And we all say: OH! Well I never! Was there ever A Cat so clever As Magical Mr. Mistoffelees!
6154,"Once she kissed me with a jest, Once with a tear — O where's the heart was in my breast, And the ring was in my ear?"
6201,Forgive me my nonsense as I also forgive the nonsense of those who think they talk sense.
6249,"Dust always blowing about the town, Except when sea-fog laid it down, And I was one of the children told Some of the blowing dust was gold."
6302,"Forgive, O Lord, my little jokes on Thee And I'll forgive Thy great big one on me."
6384,"Sir Leoline, the Baron rich, Hath a toothless mastiff bitch."
6396,"Perhaps 'tis pretty to force togetherThoughts so all unlike each other;To mutter and mock a broken charm,To dally with wrong that does no harm."
6409,"Hast thou a charm to stay the morning-star In his steep course? So long he seems to pause On thy bald awful head, О sovran Blanc!"
6434,"Humour is consistent with pathos, whilst wit is not."
6501,"All were fat; and well they might Be in admirable plight, For one by one, and two by two, He tossed them human hearts to chew."
6521,"Thou art unseen, but yet I hear thy shrill delight."
6522,"We look before and after, And pine for what is not: Our sincerest laughter With some pain is fraught; Our sweetest songs are those that tell of saddest thought."
6523,"Teach me half the gladness That thy brain must know, Such harmonious madness From my lips would flow The world should listen then — as I am listening now."
6554,"Let me set my mournful ditty To a merry measure; Thou wilt never come for pity, Thou wilt come for pleasure; Pity then will cut away Those cruel wings, and thou wilt stay."
6581,Oh holy asinity! holy ignorance! Holy foolishness and pious devotion! You who alone do more to advance and make souls good Than human ingenuity and study...
6588,"I am convinced that we have a degree of delight, and that no small one, in the real misfortunes and pains of others."
6694,"Whenever our neighbour's house is on fire, it cannot be amiss for the engines to play a little on our own."
6730,It's silly talking about how many years we will have to spend in the jungles of Vietnam when we could pave the whole country and put parking stripes on it and still be home by Christmas.
6829,Everyone's a little crazy when you get inside their head... it's only a matter of degree.
6833,Humor is a survival tool.
6847,Without sex it would be so easy to choose appropriate people to live with. Sex was the joker in an otherwise rational deck.
6907,"Retired to their tea and scandal, according to their ancient custom."
6917,"Women are like tricks by sleight of hand,Which, to admire, we should not understand."
6944,"Where in the hell have you guys been? I've been at this bus stop for a whole week now."""
6967,"I wonder how it is with you, Harold? If I don't have a woman for three days, I get terrible headaches."
7051,a man who had fallen among thieves lay by the roadside on his back dressed in fifteenthrate ideas wearing a round jeer for a hat
7052,"wholly to be a fool while Spring is in the world my blood approves, and kisses are a better fate than wisdom"
7094,"though mankind persuades itself that every weed's a rose,roses(you feel certain) will only smile"
7232,"If people did not sometimes do silly things, nothing intelligent would ever get done."
7243,"Don't for heaven's sake, be afraid of talking nonsense! But you must pay attention to your nonsense."
7450,Gayly the troubadour Touched his guitar.
7524,"For, as blushing will sometimes make a whore pass for a virtuous woman, so modesty may make a fool seem a man of sense."
7532,"Party is the madness of many, for the gain of a few."
7570,He speaketh not; and yet there liesA conversation in his eyes.
7630,"Read from some humbler poet,Whose songs gushed from his heart,As showers from the clouds of summer,Or tears from the eyelids start."
7642,"God sent his Singers upon earthWith songs of sadness and of mirth,That they might touch the hearts of men,And bring them back to heaven again."
7722,"Here's a sigh to those who love me,And a smile to those who hate:And, whatever sky's above me,Here's a heart for every fate."
7750,"I'll publish right or wrong:Fools are my theme, let satire be my song."
7757,"Oh, Amos Cottle! Phœbus! what a name!"
7779,There was a laughing devil in his sneer.
7812,O Mirth and Innocence! O milk and water! Ye happy mixtures of more happy days.
7848,"Every joy is gainAnd gain is gain, however small."
7885,"God be thanked, the meanest of his creaturesBoasts two soul-sides,—one to face the world with,One to show a woman when he loves her!"
7944,"Gin a body meet a body Comin thro' the rye, Gin a body kiss a body, Need a body cry?"
7961,"Rejoiced they were na men, but dogs."
7976,"Just now I've taen the fit o' rhyme, My barmie noddle's working prime."
7977,"Some rhyme a neebor's name to lash; Some rhyme (vain thought!) for needfu' cash; Some rhyme to court the countra clash, An' raise a din; For me, an aim I never fash; I rhyme for fun."
7978,"An' fareweel dear, deluding woman, The joy of joys!"
7990,"Should auld acquaintance be forgot, And never brought to min'? Should auld acquaintance be forgot, And days o' auld lang syne?"
8034,"The halesome parritch, chief o Scotia's food."
8059,The landlord's laugh was ready chorus.
8066,"As Tammie glow'red, amazed, and curious, The mirth and fun grew fast and furious."
8067,"Her cutty sark, o' Paisley harn, That while a lassie she had worn, In longitude tho' sorely scanty, It was her best, and she was vauntie."
8181,"A famous man is Robin Hood, The English ballad-singer's joy."
8192,"A poet could not but be gay, In such a jocund company."
