index,quote_text
10985,"As Marxists we have maintained that peaceful coexistence among nations does not encompass coexistence between the exploiters and the exploited, between the oppressors and the oppressed."
11103,The pleasant Land of Counterpane.
11271,He had a face like a benediction.
11376,"I say patience, and shuffle the cards."
11793,"You can't separate peace from freedom, because no one can be at peace unless he has his freedom."
11795,"Be peaceful, be courteous, obey the law, respect everyone; but if someone puts his hand on you, send him to the cemetery."
11856,"O magic sleep! O comfortable bird,That broodest o'er the troubled sea of the mindTill it is hush'd and smooth!"
12110,We now to peace and darkness And earth and thee restore Thy creature that thou madest And wilt cast forth no more.
12111,"Good-night; ensured release, Imperishable peace, Have these for yours, While sea abides, and land, And earth's foundations stand, And heaven endures."
12130,"Like water, we are truest to our nature in repose."
12132,"Peace ... is a morbid condition, due to a surplus of civilians, which war seeks to remedy."
12301,To act is to rest.
12543,"You are forgiven everything provided you have a trade, a subtitle to your name, a seal on your nothingness."
12860,"If you don't want to explode with rage, leave your memory alone, abstain from burrowing there."
12891,"As long as they're homophobic behind closed doors, and don't hurt anyone, I'm fine with it."
12996,After a storm comes a calm.
13003,The way to preserve the peace of the church is to preserve the purity of it.
13025,"The way to bliss lies not on beds of down,And he that has no cross deserves no crown."
13061,"You will find angling to be like the virtue of humility, which has a calmness of spirit and a world of other blessings attending upon it."
13074,"An election is coming. Universal peace is declared, and the foxes have a sincere interest in prolonging the lives of the poultry."
13091,"We hand folks over to God's mercy, and show none ourselves."
13117,"Childhood has no forebodings; but then, it is soothed by no memories of outlived sorrow."
13238,"During such calm sunshine of the mind, these spectres of false divinity never make their appearance."
13268,"Here lies my wife: here let her lie!Now she's at rest, and so am I."
13293,"Whatever is, is in its causes just."
13302,"Nor can his blessed soul look down from heaven,Or break the eternal sabbath of his rest."
13317,Thus in a pageant-show a plot is made;And peace itself is war in masquerade.
13322,"Leave writing plays, and choose for thy commandSome peaceful province in acrostic land.There thou mayst wings display and altars raise,And torture one poor word ten thousand ways."
13343,Possess your soul with patience.
13486,"The peaceful peasant to the wars is prest,The fields lie fallow in inglorious rest."
13573,"Shadwell till death true dulness would maintain;And, in his father's right and realm's defence,Ne'er would have peace with wit, nor truce with sense."
13578,"That good man, who drank the pois'nous draughtWith mind serene, and could not wish to seeHis vile accuser drink as deep as he."
13603,"Nor love his peace of mind destroys,Nor wicked avarice of wealth."
13631,"How innocent, how beautiful thy sleep ! Sweet one, 'tis peace and joy to gaze on thee!"
13639,"It is a night of summer,—and the seaSleeps, like a child, in mute tranquillity.Soft o'er the deep-blue wave the moonlight breaks;Gleaming, from out the white clouds of its zone,"
13754,"Peace to the weary and the beating heart,That fed upon itself!"
13936,A luxury of deep repose ! the heartMust surely beat in quiet here.
14062,"Faintly coloured like a dream of bliss, a half formed rainbow hung on the departing storm, as fearful of yet giving promise of peace."
14080,"Yes, solitude amid her depths has many a hidden balmGuarded for those who leave her not, to strengthen and to calm."
14165,"Calm was the day, and through the trembling air Sweet-breathing Zephyrus did softly play— A gentle spirit, that lightly did delay Hot Titan's beams, which then did glister fair."
14166,"Sweete Themmes runne softly, till I end my Song."
14174,The noblest mind the best contentment has.
14182,"O happy earth, Whereon thy innocent feet doe ever tread!"
14197,"But Justice, though her dome she doe prolong, Yet at the last she will her owne cause right."
14243,Evermore mayst thou be canonized as the Nonparreille of impious epistlers.
14310,"NAY, weep not, dearest, though the child be dead;He lives again in Heaven's unclouded life,"
14317,Bless me! this is pleasantRiding on the Rail.
14424,"The worst speak something good; if all want sense,God takes a text, and preacheth Pa-ti-ence."
14554,In a calm sea every man is a pilot.
14802,Respectability is the dickey on the bosom of civilization.
14805,The ineffable joy of forgiving and being forgiven forms an ecstasy that might well arouse the envy of the gods.
14867,"We are a small nation, but strong; peace-loving, yet ready to fight for our lives and our country."
14869,"If you want to make peace, you don't talk to your friends. You talk to your enemies."
14993,And my soul from out that shadow that lies floating on the floorShall be lifted — nevermore!
14998,"Thus I pacified Psyche and kissed her,And tempted her out of her gloom."
15163,There is no hell. There is only France.
15276,"Jabir reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Every right thing is sadaqa."""
15277,"Abu Sa'id al-Khudri reported that the Prophet, may Allah bless him and grant him peace, said, ""The best jihad is a just word in the presence of a tyrannical ruler."""
15282,"Anas reported that the Prophet, may Allah bless him and grant him peace, said, ""O Allah, there is no life but the life of the Next World."""
15291,"Ibn 'Umar said, ""The Messenger of Allah, may Allah bless him and grant him peace, took me by the shoulder and said, ""Be in this world as if you were a stranger or a traveller on the road."""
15292,"Al-Hasan ibn 'Ali said, ""I memorised from the Messenger of Allah, may Allah bless him and grant him peace, Leave what gives you doubt for what gives you no doubt."""
15299,"Ibn 'Umar said, ""When we used to give allegiance to the Messenger of Allah, may Allah bless him and grant him peace, to hear and obey, he would say to us, In so far as you are able.'"""
15301,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""A good word is sadaqa."""
15303,"Abu Umama Suda ibn 'Ajlan al-Bahili reported that the Messenger of Allah, may Allah bless him and grant him peace, said ""The person closer to Allah is the one who initiates the greeting."""
15304,"Abu Musa reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Visit the sick, feed the hungry and set captives free."""
15305,"Anas reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""A morning spent in the way of Allah or an evening is better than this world and everything it contains."""
15311,"Narrated Um Kulthum bint Uqba: That she heard Allah's Apostle saying, ""He who makes peace between the people by inventing good information or saying good things, is not a liar."""
15315,"Whoever killed a person having a treaty with the Muslims, shall not smell the smell of Paradise though its smell is perceived from a distance of forty years."
15321,"Allah's Apostle said, ""O Aisha! This is Gabriel sending his greetings to you."" I said, ""Peace, and Allah's Mercy be on him."" 'Aisha added: The Prophet used to see things which we used not to see."
15330,"Yahya related to me from Malik that he had heard that the Messenger of Allah, may Allah bless him and grant him peace, said, ""I was sent to perfect good character."""
15331,"Malik related to me from Nafi from Abdullah ibn Umar that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Two must not converse secretly to the exclusion of another person."""
15446,"Thrée maie a kepe counsayle, if two be away."
15455,"Praie and shifte eche one for him selfe, as he can. Euery man for him selfe, and god for us all."
15466,I perfectly feele even at my fingers end.
15516,"Three may keepe counsayle, if two be away."
15538,"Be the day never so long,Evermore at last they ring to evensong."
15655,"The Quality, the aretê he has fought so hard for, has sacrificed for, has never betrayed, but in all that time has never once understood, now makes itself clear to him and his soul is at rest."
15840,"Of course, everybody says they're for peace. Hitler was for peace. Everybody is for peace. The question is: ""What kind of peace?"""
15963,...the inglorious arts of peace...
15972,"Society is all but rude,To this delicious solitude."
16029,"Whatever's lost, it first was won; We will not struggle nor impugn. Perhaps the cup was broken here, That Heaven's new wine might show more clear. I praise Thee while my days go on."
16099,"That such have died enables us The tranquiller to die; That such have lived, certificate For immortality."
16101,"A Vastness, as a Neighbor, came,A Wisdom, without Face, or Name,A Peace, as Hemispheres at HomeAnd so the Night became."
16316,Only when an ideal of peace is born in the minds of the peoples will the institutions set up to maintain this peace effectively fulfill the function expected of them.
16346,"The Land of Faery,Where nobody gets old and godly and grave,Where nobody gets old and crafty and wise,Where nobody gets old and bitter of tongue."
16424,"I have found nothing half so goodAs my long-planned half solitude,Where I can sit up half the nightWith some friend that has the witNot to allow his looks to tellWhen I am unintelligible."
16488,It isn't enough to talk about peace. One must believe in it. And it isn't enough to believe in it. One must work at it.
16593,"Ah! where shall weary man take sanctuary,where live his little span of life secure?and 'scape of Heav'n serene th' indignant stormsthat launch their thunders at us earthen worms?"
16620,God wants nothing of you but the gift of a peaceful heart.
16700,Thank God I'm an atheist.
16760,We are like soldiers who fall during the assault which leads to peace.
16946,"First, I wanna say 'peace' to my mother. She's not here but I gotta give a 'peace out' to her because I wouldn't be here if it wasn't for my mother."
16981,"When I was a little baby, I remember that one moment of calm peace, and three minutes after that, it was on."
16999,The elements of justice are identical with those of algebra.
17198,He flushes at his presence in a comfort station.
17214,"""Yo' waddup; this is Snoop D-O-Double-G sayin' stop the violence, drop the guns, and increase the peace."""
17680,ELLEN: Conrad's a pacifist and willing to fight for it.
18128,We shall all respect the principles of each other and do nothing that would be regarded as an act of oppression to any portion of the people.
18133,We shall all respect the principles of each other and do nothing that would be regarded as an act of oppression to any portion of the people
18176,The Bolsheviks will do everything to secure this peaceful development of the revolution.
18217,What we prize most is peace and an opportunity to devote all our efforts to restoring our economy.
18231,"Pacifism, the preaching of peace in the abstract, is one of the means of duping the working class."
18371,With some people solitariness is an escape not from others but from themselves. For they see in the eyes of others only a reflection of themselves.
18561,Listen to the silence inside the illusion of the world
18651,"No pain, no palm; no thorns, no throne; no gall, no glory; no cross, no crown."
18807,"Could I have but a line a century hence crediting a contribution to the advance of peace, I would gladly yield every honor which has been accorded me in war."
18808,Let us pray that peace be now restored to the world and that God will preserve it always
19076,There are Plebes in all classes.
19242,"My chances of being PM are about as good as the chances of finding Elvis on Mars, or my being reincarnated as an olive."
19426,"Let no man posture as an advocate of peace if he proposes or supports any social system that initiates the use of force against individual men, in any form."
19471,"I like to findwhat's not foundat once, but lies'within something of another nature,in repose, distinct."
19521,Every beloved object is the center point of a paradise.
19755,"""We should forgive God..."""
